answer,summary
사람을 중시하고 사람이 성장하게 만들며 덩달아서 본 회사도 성장하는 그런 회사가 좋은 어 회사라고 생각합니다. 어 저는 회사는 성장하지 않으면 죽은 회사다 라고 생각하기 때문에 어 언제나 사람을 발전시키고 그 회사 또한 덩달아 성장하는 그런 상승의 어 연결고리에 있는 문화를 갖춘 회사가 조직적으로도 탄탄하고 미래가 밝은 회사라 생각합니다. 어 귀사는 사람을 정말 무엇보다 중시하고 그래서 관련한 복지 차원 정책도 잘 마련되어 있고 그런 제도상 제도적인 어떤 마련과 또 어 사람 각 사람 간의 어떤 유대감도 깊기로 소문난 그런 회사로 알고 있습니다. 매년 눈부신 매출을 기록하며 성장하고 있는 그런 모습도 저에게 큰 영감과 귀감이 되고 최고의 광고 기획자가 되겠다는 포부 아래 귀사에게서 배울 점들이 정말 많겠다 다짐하고 입사를 결정했습니다. 저의 이런 열정과 어떤 포부를 알아주신다면 귀사에서 일할 수 있는 귀중한 기회를 저에게 주셔서 제가 그런 열정을 좀 증명해 보일 수 있도록 예 그렇게 자리를 마련해 주시면 너무나 감사하겠습니다.,귀사는 복지 정책도 잘 마련되어 있고 제도상 제도적인 어떤 마련과 사람 각 사람 간의 유대감도 깊기로 소문난 회사로 알고 있습니다. 최고의 광고 기획자가 되겠다는 포부 아래 귀사에게 배울 점들이 정말 많겠다 다짐하고 입사를 결정했습니다. 귀사에서 일할 수 있는 기회를 주셔서 그런 열정을 좀 증명해 보일 수 있도록 그렇게 자리를 마련해 주시면 너무나 감사하겠습니다.
기획이란 사람을 이롭게 하는 사람 중심적인 어 어떠한 메시지를 전달하는 통일 일종의 어 여러 가지 과정이라고 생각합니다. 어 참 이게 추상적인 말일 수가 있는데 보다 구체적으로 말씀드리자면 기획이란 결국 제가 의도하는 메시지가 아니라 제 클라이언트가 원하는 메시지를 그들이 원하는 방식에 맞게 어 타겟층에게 온전히 전달할 수 있는 일련의 과정이고 그리고 그것을 보다 효율적으로 그리고 사람들의 뇌리에 남을 수 있게끔 어 최선을 다하는 약간 그런 과정이라 생각합니다. 어 다시 말해서 사람과 사람 간의 어떤 강 그 관계라고도 비유할 수 있겠는데 어 사람이 사람을 만날 때도 어 자신만의 어떤 색깔과 개성을 드러내서 매력을 좀 어 좀 발휘하고 사람들을 사로잡는 이런 과정이 있듯이요 어 저의 메세지 그 광고주님들이 원하는 메세지를 사람들에게 어 잘 매력적으로 어 드러내 보여서 어 사로잡는 그런 과정 즉 사람과 사람을 사귀는 듯한 그런 인간 중심의 어 그 어 과정 자체가 전부 기획이라고 생각합니다.,기획이란 사람을 이롭게 하는 사람 중심적인 메시지를 전달하는 통일된 일종의 과정이라 생각합니다. 광고주들이 원하는 메세지를 사람들에게 잘 드러내어서 사로잡는 과정 즉 사람과 사람을 사귀는 듯한 인간 중심의 모든 과정 자체가 전부 기획이라고 생각합니다.
중국은 정말 떠오르는 신흥 시장이고 광고 규모도 어마무시한 것으로 알고 있습니다. 한국과는 차원이 다른 그런 규모의 광고 집행을 할 수 있는 기회만 있다면 저는 너무나도 환영하면서 해당 국가에서 일을 할 의사가 정말 백 퍼센트 있습니다. 어 이러한 어 기회에 저를 보내주신다면 다른 분들과의 차별성이 있는 것이 저는 예전부터 중국에 미래가 있다고 생각하고 차세대 어떤 그 글로벌 경쟁력을 갖추기 위해서는 그 중국어를 해야 된다 생각하는 입장이었기 때문에 일찌감치 에이치 에스 케이 일 급을 준비했었고 틈틈이 새벽부터 이제 공부를 해 오면서 결국에는 해당 부분에 대한 자격증을 취득하고 또 그래서 그 중국인 친구와 좀 원어민 친구와 좀 회화가 가능한 정도의 수준까지 어 중국어를 구사할 수 있습니다. 그리고 그 중국인 중국인 원어 친구들이 상당히 좀 많은 편인데 그 친구들과 함께 대화를 하고 우정을 쌓으면서 어 좀 해당 국가와의 문화적인 차이도 많이 좀 인지하고 있는 편이기 때문에 해당 국가에 저를 보내 주신다면 정말 좋은 어 어떤 기회였음을 또 증명해 보이겠습니다.,"저는 중국에 미래가 있고 글로벌 경쟁력을 갖추기 위해 중국어를 해야 된다고 생각해서 에이치 에스 케이 일급을 준비했고, 새벽부터 공부를 해 오면서 결국에는 해당 부분에 대한 자격증을 취득하고, 중국인 친구와 원어민 친구와 좀 회화가 가능한 정도의 중국어를 구사할 수 있습니다."
어 예전에 공장에 좀 아르바이트를 할 적이었습니다. 생산 라인직에 있을 때였는데 어 그 화장품 생산을 도맡아서 처음 그 일을 맡았었는데 제가 업무를 어 제대로 좀 숙지하지 못한 탓에 자꾸 뒤에 계신 분들에게 피해가 가는 겁니다. 그때 너무나 당황스럽고 하지만 이 일은 계속 계속 밀려 쏟아져 들어오고 저는 그 상황 속에서 어 당장 제가 제 일을 해내지 못하면 뒤에 분들에게 바로 바로 피해가 가는 그 이런 실시간 급박한 상황 속에서 정말로 심기일전하고 다시 마음을 다잡는 듯한 그런 어떤 시간들을 어 간절하게 이제 속으로 가졌었고요. 그래서 제가 이렇게 어 어떻게 화장품 조립을 하는 공정을 어 좀 제가 지금 시도하던 그 방식으로 하기보다는 어 저 제 앞에 계셨던 앞 라인의 선임자분께서 하는 방식을 그대로 보고 모방하기 시작했습니다. 그렇게 모방하기 시작하니 제가 시도했던 방식과는 어 너무나 다르게 수월하게 해당 작업이 마무리될 수 있었고 결국에는 뒤에 분들에게 폐를 끼치지도 않고 어 그날 마무리를 하고 그 달에 이제 어 좀 퇴사를 할 경우에서도 한 삼 개월 후에요 그때도 참 좋은 기억으로 남아 있습니다.,"화장품 생산을 도맡았는데 업무를 제대로 숙지하지 못한 탓에 뒤에 계신 분들께 피해가 가는 상황이어서 심기일전하고 다시 마음을 다잡으려 했습니다. 그래서 앞 라인의 선임자분의 방식을 따라 모방하기 시작했습니다. 그렇게 수월하게 작업을 마무리했고, 그날 마무리하고 한 삼 개월 후에 퇴사를 해도 좋은 기억으로 남아 있습니다."
어 광고 기획에 관심을 가지게 된 계기는 킬링 포인트라는 책을 읽 읽고 나서 광고라는 분야에 굉장히 큰 매력을 느꼈기 때문입니다. 그 책을 집필하셨던 작가분은 현장에서 그 광고 기획자로서 어 이십 년을 했었던 아주 베테랑 분이셨는데요. 어 해당 분께서 들려주시는 광고 기획에 너무나 즐거움과 어떤 어려움들 그리고 기획만이 가질 수 있는 어 어떤 매력들 어 그런 것들이 너무나 저에게 큰 메리트로 다가왔습니다. 저는 그 당시 아이디어를 구체화시키고 어 제 것으로 만들어서 하나의 작품을 내놓는 그런 과정이 너무나 즐거웠던 사람이고 그랬기 때문에 제가 제 뜻으로 기획해서 만든 포스터나 아니면 일련의 어떤 장난감 어 아니면은 뭐 집필하는 뭐 약간의 책과 뭐 씨 글 등 이런 것들을 좀 내놓는 일을 좋아했습니다. 그러한 일들이 좀 상업적인 어떤 예술이래 예술의 꽃이라 일컬어지는 광고와 맞물린다면 제 아이디어가 세상에 드러나고 광고주들의 어떤 메시지를 소비자들에게 명확하게 전달하는 그런 보람 있는 일에 쓰일 수 있을 거라 확신했습니다.,킬링 포인트라는 책을 읽고 나서 광고라는 분야에 큰 매력을 느꼈기 때문에 광고 기획에 관심을 가지게 되었습니다. 광고와 맞물린다면 제 아이디어가 세상에 드러나고 광고주들의 어떤 메시지를 소비자들에게 명확하게 전달하는 보람 있는 일에 쓰일 수 있을 거라 확신했습니다.
어 제가 목적 의식이 뚜렷하고 어 문제 해결을 위한 어떤 창의력의 참 탁월하다 이러한 장점을 어 듣는 반면에 어 단점으로는 조금 산만하고 약간 집중도가 떨어져서 대화를 할 때 이야기를 이어가는 데 어려움이 있다 이런 좀 피드백을 받았었습니다. 어 어 이러한 좀 점들이 저에게 있어서 약간의 많은 좀 이 인생을 살면서 좀 걸림돌이 많이 됐었기 때문에 제 목적의식을 보다 날카롭게 다듬고자 이런 집중력을 높이는 방식을 좀 약간 연구를 했던 적이 있습니다. 그 방식으로는 어 제가 목표를 목표한 시간과 어 그 시간을 활용하기로 마음먹은 스케줄러에 기록한 그 시간 내에는 핸드폰이나 기타 저의 정신을 좀 산만하게 할 수 있는 그런 어 대상들을 전부 꺼놓고 다 잠궈 버리거나 아니면은 어 저 멀리로 좀 넣어 놓는 그런 방식을 취했는데요. 그 방식이 효과가 있었는지 한 일주일 정도 만에 집중력이 상당 부분 개선되었고 대화를 하는 데 있어서도 무조건 그 사람의 어떤 눈을 쳐다보는 그런 단순한 방법을 취했는데 지금 효과가 정말 좋았습니다.,"저는 목적 의식이 뚜렷하고 문제 해결을 위한 창의력이 참 뛰어나지만, 산만하고 집중도가 떨어진다는 단점을 가졌습니다. 그래서 집중력 향상 방식을 연구한 결과, 스케줄러에 기록한 시간 내에는 핸드폰이나 기타 정신을 산만하게 할 수 있는 대상들을 모두 꺼놓고 다 잠궈 버리는 방식을 취했는데 효과가 아주 좋았습니다."
어 귀사는 우리나라 최고의 광고 대행사고 그 광고 대행사 중에서도 사람을 중시하면서도 어 서로의 성장을 좀 이제 돕는 이런 사내 분위기가 잘 형성되어 있다고 알고 있었습니다. 저는 광고 기획자로서 전 세계 최고가 되고 싶은 마음이 있고 그런 포부를 안고 귀사에 이렇게 지원을 하게 됐는데요. 어 그렇기 때문에 어 십 년 후에나 후나 지금이나 언제나 늘 배울 점이 참 많은 그런 일터일 것이라 확신합니다. 어 지금으로써는 저보다 훌륭하고 지혜로우신 정말 멋진 까마득한 선배님들의 지혜와 노하우 그리고 일 일의 어떤 경험 이런 것들을 제 것으로 좀 가져갈 수 있는 그런 배움의 시간들이 너무나 귀중하고 뜻깊을 거라 생각하고요. 십 년 후에는 제가 이제 그 선배님들의 위치에 서서 제 아래에 들어온 신입분 들을 좀 이끌고 그분들의 역량을 좀 더 이제 개발할 수 있도록 돕는 그러면서도 그분들과 최고의 어떤 성과를 내기 위한 어 작업들을 거치는 그런 일련의 모든 과정들이 전부 다 배움이자 성장이 될 것이기 때문에 어 십 년 후에도 저는 여전히 귀사에서 어 제가 배움을 가지면서 함께 성장할 수 있는 그런 인재가 되고자 노력할 것 같습니다.,우리나라 최고의 광고 대행사라는 귀사의 분위기는 사람을 중시하면서도 서로의 성장을 돕는 사내 분위기가 잘 형성되어 있습니다. 저는 광고 기획자로서 전 세계 최고가 되고 싶은 포부를 안고 귀사에 지원하게 됐습니다. 십 년 후에도 제가 배움을 가지면서 함께 성장할 수 있는 인재가 되고자 노력할 것 같습니다.
제 사명은 최고의 광고 기획자가 되는 것이고 제 인생 목표는 어 제 자신으로서 매일매일 후회하지 않는 삶을 충만하게 사는 것입니다. 그 삶의 목적과 제 사명 의식에 비추어 보았을 때 지금 이 면접을 끝까지 보는 것이 제 인생에 있어서 최고의 광고 기획자가 되기 위한 과정 중 하나고 어 더불어서 제 인생을 후회 없이 살기 위한 어떤 방편 중의 하나입니다. 그렇기 때문에 이 면접은 끝까지 최선을 다해 보리라 생각하고요. 그리고 남은 나머지 시간 동안은 제 사랑하는 사람들과 어 제가 못다한 말들을 전하면서 그분들에게 어 좀 후회 없는 그리고 어 제가 후회 없이 삶을 살았다 좀 여길 수 있는 그런 시간들을 보내지 않을까 생각합니다. 어 제가 목적의식에 따라서 항상 최선을 다해 살고자 했던 그런 마음가짐 아래 지금껏 어 인생을 좀 살아왔는데 이러한 어 제 어떤 인생 라이프 스타일을 어 죽는 날이라고 해서 변치는 않을 것 같고요. 그런 목적의식 아래 매일매일 그 마지막 날을 또 살게 된다면 너무나 더 없이 보람되고 또 후회 없는 그런 시간들이 될 것이라 자신합니다.,광고 기획자로서 제 인생의 목표는 후회 없는 삶을 충만하게 사는 것입니다. 그 삶의 목적과 제 사명 의식에 비추어 보았을 때 이 면접을 끝까지 보는 것이 제 인생에 있어서 최고의 광고 기획자가 되기 위한 과정 중 하나이고 제 인생을 후회 없이 살기 위한 방편 중의 하나입니다.
어 광고 기획사의 어떤 매력이 저에게는 그 누구보다 있어서 가장 컸기 때문입니다. 어 귀사에 다른 식품 생산 어 아니면은 제품 홍보 어 아니면은 뭐 경영 기본 일반 사무 계열 그런 어 다양한 계열사들이 많은 것으로 알고 있는데 특별히 광고 기획 계열사에 좀 지원한 이유는 어 귀사의 어떤 광고 대행 능력이 전국의 탑이기 때문이며 어 그리고 제가 최고의 광고 기획자가 되기 위해서는 어 최고의 광고 대행사에서 최고이신 현장 선배님들의 어떤 경험과 지혜를 제 것으로 만들면 되겠다 생각했기 때문에 귀사에 지원을 하게 됐습니다.,"광고 기획 계열사에 지원한 이유는 귀사의 광고 대행 능력이 전국의 탑이기 때문이며, 최고의 광고 기획자가 되기 위해서는 현장 선배들의 경험을 제 것으로 만들면 되겠다는 생각에 지원하게 됐습니다."
어 팀원 분과의 불화가 생긴다면 이유는 개인적이거나 아니면은 공적인 좀 부분이 부딪친다 거나 이 두 가지일 것입니다. 만약에 개인적인 어떤 사적인 좀 감정 상함이 있다면 그 부분을 따로 어 제가 이제 불러내서 그분과 이제 진솔한 어떤 말들을 좀 나누고 제 마음을 오픈하고 제가 먼저 사과할 점을 찾아서 그분에게 먼저 제 잘못을 인정하고 사과하는 모습을 보이겠습니다. 그렇게 마음을 열었을 때 네 일전에 광고 공모전을 준비했을 때도 비슷한 일이 있었는데 이렇게 마음을 열고 말씀을 먼저 드리니까 그분도 마음을 열고 이런 부분들에 있어서 자신이 감정이 많이 상했었다 면서 자신의 말씀을 좀 이제 진솔한 말씀을 해 주시더라구요. 그래서 저는 저의 마음을 먼저 내비치고 제가 먼저 사과를 드리고 그리고 제가 먼저 어 해 줄 수 있는 방안이 무엇인지 솔직하게 여쭤볼 것 같고요. 만약에 공적인 문제에서의 부딪침이 원인이라면 어 공적인 어 좀 성과를 좀 좀 더 낼 수 있는 방향은 어떤 것인지 함께 또 이야기를 좀 오픈해서 나눠볼 것이고 제가 제 방법이 틀렸다 싶으면 저는 미련 없이 그 방법을 접고 저 최고의 성향과를 낼 수 있는 방향을 선택하겠습니다.,팀원 분과의 불화가 생긴다면 개인적인 감정 상함이 있다면 제가 먼저 마음을 오픈하고 먼저 제 잘못을 인정하고 사과하는 모습을 보이겠습니다. 공적인 문제에서의 부딪침이 원인이라면 어 공적인 성과를 좀 더 낼 수 있는 방향은 어떤 것인지 함께 이야기를 좀 오픈해서 나눠볼 것이고 제가 제 방법이 틀렸다면 저는 미련 없이 저 최고의 성향과를 내는 방향을 선택하겠습니다.
네 우버 택시 찬성 입장에서는 사용자의 어떤 어 서비스 선택의 자유 그리고 어 우버 택시를 이용함으로써 생기는 어떤 편의성과 어 그 우버 택시가 우버 택시 플랫폼이 한국에 진출함으로써 생기는 어떤 일자리 창출의 효과 이런 다양한 어 긍정적인 부분에 집중해서 어 찬성을 하는 것으로 알고 있고 이와 반면에서 반대 입장에서는 우버 택시라는 우버 택시라는 거대 공용 플랫폼이 한국에 진출해했을 시 한국 기존의 택시 운전분들 기사분들께서 많은 어려움을 겪으실 거다 우버 택시가 또 다른 어 뉴스 슈퍼 파워가 될 것이다 라는 우려의 말씀과 어 그리고 그 우버 택시를 운전하는 기사님들의 전문성이 떨어져서 어떤 성범죄나 아니면 폭행 범죄 등의 좀 연루가 될 수 있는 가능성이 실제로도 외국에 그런 사례가 있기 때문에 해당 근거를 들어서 반대하시는 분들이 있는 것으로 알고 있습니다. 저는 반대 입장에 조금 더 가깝고요. 왜냐하면 우버 택시를 이 우버 택시 기사를 할 수 있는 분들은 좀 어 좀 전문성이 조금 더 떨어져서 좀 안전성이 좀 의심이 되기 때문입니다.,"우버 택시 찬성 입장에서는 사용자의 서비스 선택의 자유, 편의성, 일자리 창출 효과 등에 집중해서 찬성을 하는 반면, 반대 입장에서는 거대 공용 플랫폼이 한국에 진출했을 때 한국 기존 택시 기사분들께서 어려움을 겪을 것이라는 우려와 기사들의 전문성이 떨어져서 성범죄나 폭행 범죄 등에 연루될 수 있는 가능성이 있다는 근거를 들어 반대합니다."
어 우선 인간을 대상으로 실험할 수 없는 어떤 식품 의약품 그리고 제품에 관한 안정성 실험이 가능하고 이를 통해서 인간의 어떤 복지와 만족도 그리고 삶의 질을 전반적으로 향상시키고 어 의약품의 경우에는 때에 따라서 생명을 연장시킬 수 있는 그런 아주 중차대한 어떤 역할을 수행하고 있습니다. 이러한 다양한 이점을 주는 동물 실험이 최근 좀 그 실효성이 떨어진다는 반대 어떤 연구 결과도 많은데 그 이유는 예를 어 가장 극단적으로 들자면 어떤 의약품에서의 동물 실험이 사실은 인간과 신경계나 내분비계가 전혀 다르게 좀 구성되어 있지 않습니까 가장 그 유사하다고 여겨지는 침팬지나 그 영장류의 경우에도 그런 부분에 차이가 있는데 인간에게까지 이렇게 적용이 되어서 그 동물 실험에 관한 어떤 연구 결과를 근거로 의약품을 만들거나 제조하는 것은 그 실효 실효성이 떨어지는 부분이 있다 이러한 연구 결과였습니다. 저는 어 이런 동물 실험이 어 그 단계적으로 점점 더 철폐되어서 보다 효영 효율성 있는 방향으로 기술이 발전해야 한다고 생각하는 입장입니다.,"인간을 대상으로 실험할 수 없는 식품 의약품, 제품에 관한 안정성 실험이 가능하고 이를 통해 인간의 복지와 만족도 그리고 삶의 질을 향상시키고 의약품은 경우에 따라 생명을 연장시킬 수 있는 역할을 수행하고 있습니다. 이러한 동물 실험이 단계적으로 철폐되어서 효율성 있는 방향으로 기술이 발전해야 한다고 생각합니다."
무조건 합격을 했다는 마음 마음가짐을 가장 먼저 세팅을 했고요. 그래서 그것을 현실화 시키기 위해서 우선 어 좀 스터디를 모집하고 스터디원과 일주일에 두 번 만남을 가지면서 어 모의 면접 어떤 어 좀 리스트가 무엇인지 이제 질문 예상 리스트와 그리고 평소 제가 공부했었던 어떤 광고 기획에 관한 어 다양한 기본적인 어 부분들에 관한 어떤 이론적인 숙지나 그리고 제 이제 어 광고 트렌드는 어떤 것이고 어 지금 최신적으로 좀 이슈가 되고 있는 뉴스나 사회 현상 그것에 관한 제 의견도 정리하고요. 어 이러한 부분들을 정리하는 것은 제가 최고의 광고 기획자가 되기 위한 어떤 발돋움이 바로 귀사에서의 입사 후 근무라고 생각을 했기 때문에 이러한 모든 것들을 준비했습니다. 어 이런 것들은 사실 부차적인 것이지만 제가 어 귀사에 입사를 하기 위한 어떤 열정이 있다는 것을 증명할 만한 그런 어떤 뭐 어 좀 부차적인 그런 것들이라 생각하고 어 정말 최고가 되기 위한 어떤 마음가짐 하나로 어 열심히 준비했습니다.,"광고 기획의 꿈을 현실화 시키기 위해 모의 면접 질문 예상 리스트, 광고 기획에 관한 이론 숙지, 광고 트렌드, 뉴스나 사회 현상에 관한 의견을 정리했습니다. 열정이 있다는 것을 증명할 만한, 최고가 되기 위한 마음가짐으로 열심히 준비했습니다."
주로 근력 운동과 유산소 운동을 병행하면서 근무 스트레스나 어 불안감 그리고 무력감 등을 해소할 수 있는 좋은 창구로 활용하고 있습니다. 어 운동은 육체적인 어떤 한계 정신적인 한계를 마주하기에 가장 좋고 효율적인 수단입니다. 어 그리고 더불어서 이런 운동을 계속적으로 시행했을 때 어 좀 체력적인 어떤 이점도 얻을 수 있고요. 체력이 증대됨으로써 또 마인드가 더욱더 좋아지기도 하고 제 삶을 통제할 수 있는 자기 통제력 또한 상 향상되어서 내가 가지는 어떤 근무에 관한 고민 스트레스가 많이 줄어들고 또 그 문제보다 제 자신의 그릇이 좀 더 커지는 그런 느낌을 많이 받기 때문에 어 제 자신이 어떤 문제 해결을 할 수 있는 그런 어 역량을 좀 더 향상시켜 줄 수 있는 수단으로써 저는 운동을 적극적으로 활용하고 있습니다. 또한 운동을 좋아하고 또 함께 이야기를 하시길 원하는 동료분들과 원활한 어떤 어 좀 분위기를 좀 형성하는데 운동이 참 좋은 매개가 되더라구요. 이런 다양한 어 효과가 있는 운동을 열심히 지금 하고 있는 중입니다.,근력 운동과 유산소 운동을 병행하면서 근무 스트레스나 불안감 그리고 무력감 등을 해소할 수 있는 좋은 창구로 활용하고 있습니다. 운동은 육체적인 어떤 한계 정신적인 한계를 마주하기에 가장 좋고 효율적인 수단입니다. 운동을 계속적으로 시행했을 때 체력적인 어떤 이점도 얻을 수 있고 마인드가 더욱더 좋아지고 자기 통제력 또한 향상되어서 제 자신이 어떤 문제 해결을 할 수 있는 역량을 좀 더 향상시켜 줄 수 있는 수단으로써운동을 적극적으로 활용하고 있습니니다.
어렸을 때부터 피아노를 치는 것을 참 좋아했습니다. 그래서 피아노를 정말 열심히 나는 평생 피아노 치는 사람이 되겠다 결단하고 어 좀 연습을 꾸준히 해 왔는데요. 어 주 매일매일 거의 삼십 분에서 한 시간 정도 연습을 어 쉬지 않고 거듭해 왔고 어 제가 개인적으로 좀 나와서 어 좀 거주를 옮겼을 때에도 다른 것들은 포기해도 그 피아노만은 가지고 갈 정도로 좀 열정이 대단했습니다. 어 개인적으로 콩쿨에 나간 적도 여러 번 있고 아 입상한 적도 있습니다. 그런 입상을 통해서 어 좀 뭔가 어 좀 성과를 이루고 제 자신이 어 노력해서 이렇게 어느 정도 경지에 올랐다는 어 뿌듯함과 인내심 그런 것들을 피아노와 저 만이 있을 때부터 좀 얻을 수 있었고 이러한 끈기와 인내심 그리고 목적 의식 자신감 등이 어 저에게 있어서 어 좀 살아가는데 제가 근무를 하는 데 있어서도 어떤 좀 많은 좀 플러스 되는 요인들이 있더라고요. 그래서 문제 해결 능력 또한 어 피아노를 치면서 많이 향상되었고 자신감 또한 많이 높아졌습니다.,어릴 적부터 피아노를 좋아하여 매일 30분에서 한 시간 정도 연습을 했습니다. 콩쿨에 나간 적도 있고 입상한 적도 있습니다. 입상을 통해서 뿌듯함과 인내심 등을 얻을 수 있었고 이러한 끈기와 인내심 그리고 목적 의식 자신감 등이 근무를 하는 데 플러스 요인이 되었습니다.
현재 역행자라는 책을 읽고 있는데 이는 인터넷에서 유명한 자수성가한 인물 자청이라는 분이 쓴 책이고 어 좀 인생의 어떤 다양한 부분들 어 대부분이 따르는 어 대세를 따르는 순리자다 어 그런 순리자들이 자신의 어떤 주어진 운명을 그저 받아들이고 순응하는 데 그친다면 역행자들은 이러한 흐름을 거슬러서 자신만의 인생을 어 자기 통제권을 되찾고 경제적인 자유와 인생에 나아가서 궁극적인 자유를 획득해 어 원하는 인생을 살게끔 하는 그런 타고난 기질을 지닌 사람들이 바로 역행자라는 그러한 골자를 담은 책입니다. 이 책에서는 목표를 이루는 방식과 그 목표를 이루기까지의 마인드 셋을 하는 방식 그것을 이제 독서와 글쓰기를 통해 할 것을 좀 강조하고 있는데요. 그렇게 나의 마인드 셋을 바꾸고 실제적인 어떤 실천과 그 실천을 통한 메타인지를 높임으로써 어 보다 더 목표를 이루게 어 좀 수월하게끔 하는 그런 어 정신과 어 좀 실천적인 방식들을 좀 제안하고 있습니다. 이러한 내용이 이제 근무를 하는 데 있어서도 너무나 큰 도움을 많이 받고 있기 때문에 한 글자 한 글자 꼭 씹어 읽고 있는 중입니다.,자수성가한 인물 자청이라는 분이 쓴 책인 역행자에서는 목표를 이루는 방식과 그 목표를 이루기까지의 마인드 셋을 하는 방식 그것을 독서와 글쓰기를 통해 할 것을 강조하고 있습니다. 실제적인 어떤 실천과 그 실천을 통한 메타인지를 높임으로써 더 목표를 이루게 하는 정신과 실천적인 방식들을 좀 제안하고 있다고 봅니다.
인생을 허투로 쓴 날이 없다는 한 치의 후회도 없는 어떤 자신감을 가진 고고한 노인이 되고 싶습니다. 그렇게 자기 인생의 어 충족감과 만족감 그것들을 가진 어떤 독립적인 한 자존감을 가진 개체로서 노년을 보내기 위해서는 지금 제가 있는 이 자리에서 매 순간 최선을 다해 몰입해 살아야 한다고 생각합니다. 그렇기 때문에 저는 어 일찌감치 어 거울 거울에다가 오늘 인생이 마감된다 해도 어 후회 없는 그런 삶을 살자는 뉘앙스의 글을 붙였고 매일 아침 그것을 읽으면서 저의 의지를 다졌습니다. 더불어서 그런 의지와 의지를 이제 구체화시키기 위해서 며 매일 삼십 분에서 한 시간 단위에 어 스케줄러를 기록하고 해당 시간에 실제적으로 그 활동을 했는지 어 실시간 평가를 하고 피드백을 함으로써 메타인지를 높이고 저의 실행력을 어 조금 더 높일 수 있는 효율을 효율성을 이제 추구하고 어 또한 제 자신의 어떤 나약함을 인정하고 그것들을 좀 보완할 수 있는 방식을 연구하는 약간 이런 어 좀 피드백의 어 구조 속에 늘 살아왔고 어 그런 덕분에 지금도 어 후회 없는 삶을 살고 있다 그렇게 자신하고 있습니다.,자기 인생의 만족감과 만족감 그것들을 가진 독립적인 한 자존감을 가진 개체로서 노년을 보내기 위해 저는 일찍부터 거울 거울에 인생 마감 후 후회 없는 삶을 살자는 의지를 다졌고 이를 구체화하기 위해 매일 스케줄러를 기록하고 실시간 평가와 피드백을 함으로써 메타인지를 높이고 실행력을 높일 수 있는 효율성을 추구하고 있습니다.
어 저는 창의력에 보다 더 가까운 사람입니다. 어 창의력은 그런데 기본적인 데이터를 파악하는 데에서부터 출발하는 것이기 때문에 어 숫자에도 많이 좀 어느 정도 능하다고 이제 말씀드릴 수 있겠구요. 어 이런 숫자를 바탕으로 정확한 이해를 바탕으로 어 이것이 유의미한 어떤 결과를 가지는지 그것을 해석하는 능력이 바로 창의성이라고 생각하기 때문에 어 양쪽의 어 능력을 모두 갖추기 위해 많은 노력을 좀 기울였고 어 예를 들어서 뭐 뉴스를 본다거나 어떤 표를 좀 찾아본다 아니면은 통계치 그 광고 기획이나 메가트렌드에 관한 통계치를 볼 때에도 어 이러한 숫자를 어 정확하게 이해하고 이를 어떻게 유의미한 의미를 도출해서 제가 광고 기획에 적용할 수 있겠는가 그래서 저는 어떤 틈새시장을 파고 들어서 어 광고주님들의 어떤 전달하기 원하는 메시지를 간결하고 보다 더 효율적으로 사람들에게 전달할 수 있을까 이런 부분들을 많이 고민하는 편입니다. 이러한 고민들이 좀 결실을 이룬 것인지 어 지금까지는 좀 많이들 만족을 하셨고 어 앞으로도 이러한 능력을 키울 수 있도록 최선을 다해 노력하는 인재가 되겠습니다.,숫자와 통계치를 통한 유의미한 결과를 해석하는 능력이 창의성이라고 생각하기 때문에 양쪽의 능력을 모두 갖추기 위해 노력해왔습니다. 광고 기획이나 메가트렌드에 관한 통계치를 볼 때에도 숫자를 정확하게 이해하고 어떻게 유유미한 의미를 도출해 광고 기획에 적용할 수 있는가 고민했습니다. 이러한 고민들이 결실을 이룬 것인지 앞으로도 이러한 능력을 키울 수 있도록 노력하는 인재가 되겠습니다.
저는 최고의 광고 기획자가 되기 위해 전국의 최고 광고 대행사인 귀사에 입사 지원을 했습니다. 어 그렇기 때문에 저는 십 년 후에도 귀사 안에서 배울 점들이 많고 그 제가 성장하는 만큼 귀사를 제가 성장시키겠다는 그런 포부를 가지고 있기 때문에 십 년 후에도 제가 귀사의 안에서 어 이제는 후임들을 가르치고 그분들의 역량을 이끌어내고 저도 그분들에게 배울 점들을 배우면서 좀 더 다른 입장에서 배울 점이 항상 있을 것이라 생각합니다. 그렇기 때문에 귀사 내에서 항상 어 저의 발전과 귀사의 성장을 모두 도모하는 어떤 어 구조를 좀 생각하면서 이 일을 하게 될 것 같고 어 제 십 년 후를 그렇게 생각하고 있기 때문에 지금 있는 이 자리에서 최선을 다해서 오늘부터 근무를 하겠다 그런 마음을 가지고 있습니다. 저를 귀사에 뽑아주신다면 이런 마음을 증명해 보이고 어 조직에 이제 폐가 되지 않도록 보다 유연한 마음을 가지고 임하는 그런 자세를 갖춘 인재가 되도록 노력하겠습니다.,저는 최고의 광고 기획자가 되기 위해 전국의 최고 광고 대행사인 귀사에 입사 지원을 했습니다. 십 년 후에도 귀사에서 배울 점들이 많고 성장시키겠다는 포부를 가지고 있기 때문에 저는 귀사에 뽑히면 이 자리에서 최선을 다해서 오늘부터 근무를 하겠다는 마음을 가지고 있습니다.
